Index,School / Cohort,Class,% Grads,% Total Regents of Cohort,% Advanced Regents of Cohort,% Dropout,PC 1,PC 2,PC 3
27Q410-2001,BEACH CHANNEL HS - 2001,2,46.8,23.7,7.5,7.3,1.062018419,-0.119485896,-0.999935025
27Q465-2007,FAR ROCKAWAY HS - 2007,2,54.9,37.4,3.3,27.5,1.692965813,0.600842758,1.02004626
27Q465-2006,FAR ROCKAWAY HS - 2006,2,40.2,15.2,0,36,2.966228379,1.051407742,1.132128166
27Q465-2005,FAR ROCKAWAY HS - 2005,2,42.2,12.1,0.4,23.7,2.361955596,0.45689487,0.132582807
27Q465-2004,FAR ROCKAWAY HS - 2004,2,38.3,13.9,1.4,26.8,2.54846285,0.675088972,0.329396504
27Q465-2003,FAR ROCKAWAY HS - 2003,2,38.6,15.9,2.2,26.4,2.46514107,0.681063372,0.324442877
27Q465-2002,FAR ROCKAWAY HS - 2002,2,39.8,14.3,1.5,26.6,2.494401753,0.657176149,0.343801882
27Q465-2001,FAR ROCKAWAY HS - 2001,2,38.5,5.8,3.6,24.3,2.539367077,0.664653515,-0.027273504
27Q475-2017,RICHMOND HILL HIGH SCHOOL - 2017,1,73.6,73.6,20.1,21.7,-0.090240089,0.777899809,1.235919388
27Q475-2016,RICHMOND HILL HIGH SCHOOL - 2016,1,67.1,66.9,15.8,17.8,0.084251138,0.473501313,0.765918348
27Q475-2015,RICHMOND HILL HIGH SCHOOL - 2015,2,61.3,54.6,3.7,22.2,0.926786657,0.262114037,0.980749358
27Q475-2014,RICHMOND HILL HIGH SCHOOL - 2014,1,67.3,61.8,1.9,16.3,0.386521494,-0.167446431,0.753891343
27Q475-2013,RICHMOND HILL HIGH SCHOOL - 2013,1,67.5,62.9,4,15.9,0.297689246,-0.104041613,0.71514373
27Q475-2012,RICHMOND HILL HIGH SCHOOL - 2012,1,59.1,56,1.1,18.1,0.795656547,-0.035420201,0.675880938
27Q475-2011,RICHMOND HILL HIGH SCHOOL - 2011,2,51.9,49.1,2.1,19.3,1.13847457,0.137756635,0.524860422
27Q475-2010,RICHMOND HILL HIGH SCHOOL - 2010,2,48.5,45.3,2.4,21.3,1.386321563,0.284321288,0.560920304
27Q475-2009,RICHMOND HILL HIGH SCHOOL - 2009,2,50.3,48.3,3.9,15.6,0.970247312,0.044972816,0.166885175
27Q475-2008,RICHMOND HILL HIGH SCHOOL - 2008,2,51.9,49.9,6.3,19.4,1.043168919,0.315639134,0.489382197
27Q475-2007,RICHMOND HILL HIGH SCHOOL - 2007,2,49,42.6,5.4,19.3,1.269880257,0.314783568,0.326137814
27Q475-2006,RICHMOND HILL HIGH SCHOOL - 2006,2,52,40.7,6.3,19.8,1.247404935,0.359819327,0.373100958
27Q475-2005,RICHMOND HILL HIGH SCHOOL - 2005,2,45.4,25.1,3.9,21.3,1.836068901,0.425372513,0.160060868
27Q475-2004,RICHMOND HILL HIGH SCHOOL - 2004,2,41.2,21.5,4.4,21.1,1.984182553,0.477493922,0.008498709
27Q475-2003,RICHMOND HILL HIGH SCHOOL - 2003,2,46,23.1,5.9,16.4,1.578463624,0.268861046,-0.278615984
27Q475-2002,RICHMOND HILL HIGH SCHOOL - 2002,2,44.8,24.6,3.9,16.9,1.640212441,0.214840802,-0.207703203
27Q475-2001,RICHMOND HILL HIGH SCHOOL - 2001,2,42.4,22.9,4.3,19.4,1.845785337,0.376964594,-0.082331427
27Q480-2017,JOHN ADAMS HIGH SCHOOL - 2017,0,82.5,82.5,42.3,13.2,-1.340829302,1.195184078,0.556210375
27Q480-2016,JOHN ADAMS HIGH SCHOOL - 2016,1,79.9,78.7,25.3,12.6,-0.894540755,0.486452999,0.631599372
27Q480-2015,JOHN ADAMS HIGH SCHOOL - 2015,1,79.3,75,7.7,12.8,-0.443635699,-0.223104043,0.813743383
27Q480-2014,JOHN ADAMS HIGH SCHOOL - 2014,1,70.2,62.3,6.8,13.7,0.082871435,-0.113873781,0.538193678
27Q480-2013,JOHN ADAMS HIGH SCHOOL - 2013,1,66.9,61.8,10,12.2,0.028824074,-0.028274516,0.312594676
27Q480-2012,JOHN ADAMS HIGH SCHOOL - 2012,1,61.8,56.8,9.7,15.6,0.421376839,0.17804168,0.419936198
27Q480-2011,JOHN ADAMS HIGH SCHOOL - 2011,1,59.1,55.8,6,15.7,0.581851987,0.051466484,0.41609778
27Q480-2010,JOHN ADAMS HIGH SCHOOL - 2010,2,51.4,48.1,4.1,19.2,1.125046758,0.22271119,0.465385712
27Q480-2009,JOHN ADAMS HIGH SCHOOL - 2009,2,45.4,43,3.9,19.7,1.393281848,0.297558897,0.324276979
27Q480-2008,JOHN ADAMS HIGH SCHOOL - 2008,2,48.8,45.8,4.5,16,1.062856284,0.107678425,0.124783414
27Q480-2007,JOHN ADAMS HIGH SCHOOL - 2007,2,57.3,45,5.3,14.8,0.810691744,0.021043372,0.148069543
27Q480-2006,JOHN ADAMS HIGH SCHOOL - 2006,2,56.9,42.6,4.5,17.6,1.024160212,0.134927317,0.335514785
27Q480-2005,JOHN ADAMS HIGH SCHOOL - 2005,2,46.8,30.7,4.1,16.9,1.467235065,0.191569826,-0.077604478
27Q480-2004,JOHN ADAMS HIGH SCHOOL - 2004,2,40.6,27.5,4.6,18,1.717405323,0.321386527,-0.152877962
27Q480-2003,JOHN ADAMS HIGH SCHOOL - 2003,2,43.6,27.4,7.2,18.6,1.629393295,0.437297199,-0.091519991
27Q480-2002,JOHN ADAMS HIGH SCHOOL - 2002,2,45.1,27.9,6.9,16.1,1.466530491,0.289328265,-0.252843712
27Q480-2001,JOHN ADAMS HIGH SCHOOL - 2001,2,41.5,17.6,0.8,15.4,1.844071737,0.05554092,-0.454428511
27Q650-2017,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2017",0,98.1,97.3,87.5,0,-3.557735976,2.274566045,-0.59773586
27Q650-2016,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2016",0,98.5,95,70.7,0.4,-3.163895902,1.596931046,-0.370914824
27Q650-2015,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2015",0,98.3,92.4,47.3,0.8,-2.61826739,0.649326574,-0.070330865
27Q650-2014,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2014",0,95.7,91.4,46.7,1.6,-2.487178984,0.685715219,-0.058540641
27Q650-2013,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2013",0,97.8,93.1,53.2,0.4,-2.759205772,0.877512117,-0.178383545
27Q650-2012,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2012",0,94.5,92.8,36,0.8,-2.31412278,0.205209845,0.024380073
27Q650-2011,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2011",0,94.4,92.7,39.9,2.6,-2.298071829,0.457390067,0.111673162
27Q650-2010,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2010",0,94.5,94.1,22.9,0,-2.118170258,-0.384033564,0.158029742
27Q650-2009,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2009",0,97.3,96,37.9,0.4,-2.500408671,0.235181476,0.066055665
27Q650-2008,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2008",0,95.4,94,22.5,2.8,-1.988782503,-0.269444956,0.399311674
27Q650-2007,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2007",0,97.4,93.3,25.1,0.5,-2.186707914,-0.287057401,0.203750207
27Q650-2006,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE - 2006",1,88.1,82.5,15.3,1.1,-1.531007699,-0.567482809,0.051545834
28Q167-2017,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL - 2017,0,99,98,63.7,0,-3.115882654,1.273374451,-0.251418415
28Q167-2016,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL - 2016,0,98.1,86.5,45.2,0,-2.491996558,0.540089307,-0.205044953
28Q167-2015,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL - 2015,0,94.4,89.8,24.1,1.9,-1.957921429,-0.22801052,0.221195157
28Q167-2014,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL - 2014,1,94.5,80,12.7,0,-1.628096502,-0.770720274,0.06562041
28Q167-2013,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL - 2013,0,97,92,35,3,-2.224706525,0.255298749,0.241467166
28Q167-2012,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL - 2012,1,100,97.4,10.5,0,-2.061407378,-0.951119922,0.470521326
28Q284-2017,YORK EARLY COLLEGE ACADEMY - 2017,0,98.9,98.9,71.7,0,-3.292010075,1.605287565,-0.34595725
28Q284-2016,YORK EARLY COLLEGE ACADEMY - 2016,0,96.4,94,48.8,0,-2.677633672,0.682277182,-0.159837081
28Q284-2015,YORK EARLY COLLEGE ACADEMY - 2015,0,96.6,94.3,39.8,0,-2.508083949,0.304621655,-0.030653251
28Q284-2014,YORK EARLY COLLEGE ACADEMY - 2014,0,95.2,94,54.8,1.2,-2.710681131,1.000436315,-0.165235289
28Q284-2013,YORK EARLY COLLEGE ACADEMY - 2013,0,97.5,95.1,54.3,0,-2.834945759,0.900458256,-0.197420369
28Q284-2012,YORK EARLY COLLEGE ACADEMY - 2012,0,93.8,93.8,48.8,1.3,-2.549824327,0.766079708,-0.103365308
28Q284-2011,YORK EARLY COLLEGE ACADEMY - 2011,0,92.9,92.9,55.7,1.4,-2.644328593,1.06792265,-0.217874596
28Q284-2010,YORK EARLY COLLEGE ACADEMY - 2010,0,90,90,45.7,2.9,-2.244820145,0.754151247,-0.060093492
28Q284-2009,YORK EARLY COLLEGE ACADEMY - 2009,0,86.1,86.1,31.9,0,-1.945903856,0.075715006,-0.233847247
28Q310-2017,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2017,0,89.3,89.3,37.5,4.5,-1.970780225,0.497973079,0.154104339
28Q310-2016,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2016,1,77.4,77.4,17.9,4.7,-1.05768475,-0.188483955,0.040362483
28Q310-2015,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2015,1,68.5,62,12,1.9,-0.565520069,-0.463796901,-0.502546761
28Q310-2014,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2014,1,81.3,78.6,16.1,1.8,-1.279024459,-0.438442358,-0.080983326
28Q310-2013,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2013,1,88,83,19,4,-1.468223315,-0.271199486,0.238685791
28Q310-2012,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2012,1,75.3,73.1,9.7,6.5,-0.668967073,-0.414538144,0.1884042
28Q310-2011,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2011,1,72.8,71.8,15.5,2.9,-0.881756911,-0.327521615,-0.238597093
28Q310-2010,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2010,1,78.1,73.3,9.5,1.9,-0.961988091,-0.670441754,-0.12421033
28Q310-2009,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2009,1,78.6,75.7,16.5,1.9,-1.162098639,-0.388811412,-0.170845216
28Q310-2008,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL - 2008,1,80,80,16,5.3,-1.101302896,-0.264683957,0.199439026
28Q325-2017,HILLSIDE ARTS & LETTERS ACADEMY - 2017,0,95.2,95.2,21,0,-2.118291385,-0.471496233,0.213193744
28Q325-2016,HILLSIDE ARTS & LETTERS ACADEMY - 2016,1,86.4,86.4,10,0,-1.520387089,-0.840678795,0.070374405
28Q325-2015,HILLSIDE ARTS & LETTERS ACADEMY - 2015,1,89.2,80.2,7.2,0.9,-1.357118457,-0.916991881,0.125505405
28Q325-2014,HILLSIDE ARTS & LETTERS ACADEMY - 2014,1,88.4,82.1,8,5.4,-1.168968755,-0.661614577,0.489795582
28Q325-2013,HILLSIDE ARTS & LETTERS ACADEMY - 2013,1,84.3,79.4,10.8,2.9,-1.202190555,-0.629885071,0.14091491
28Q325-2012,HILLSIDE ARTS & LETTERS ACADEMY - 2012,1,78.5,74.4,6.6,2.5,-0.905354731,-0.767875097,-0.012963841
28Q325-2011,HILLSIDE ARTS & LETTERS ACADEMY - 2011,1,76,75,10,4,-0.854110715,-0.535380095,0.028401006
28Q325-2010,HILLSIDE ARTS & LETTERS ACADEMY - 2010,1,73.6,71.4,3.3,4.4,-0.572686404,-0.76741136,0.051423163
28Q328-2017,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - 2017,0,96,96,46,2.4,-2.53330537,0.681003537,0.094319433
28Q328-2016,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - 2016,0,95.1,94.2,29.1,1.9,-2.163076999,-0.036767,0.237339998
28Q328-2015,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - 2015,1,91.4,91.4,19.8,0.9,-1.886254747,-0.438606751,0.175317375
28Q328-2014,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - 2014,0,93.3,93.3,21.7,1.7,-1.965915265,-0.33936778,0.276095917
28Q328-2013,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - 2013,0,90.6,90.6,29.2,5.2,-1.825495391,0.173010594,0.36419848
28Q328-2012,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - 2012,1,83,83,18.9,4.7,-1.318061593,-0.203779785,0.211881271
28Q328-2011,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - 2011,1,79.3,79.3,12.6,8,-0.868453741,-0.266586864,0.436523538
28Q328-2010,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - 2010,1,83.3,83.3,20.8,4.2,-1.393924525,-0.152180712,0.156531298
28Q338-2017,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2017,2,10.5,10.5,0,14,2.636182583,0.20326846,-1.189790794
28Q338-2016,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2016,2,15.2,13.6,0,8.3,2.182436301,-0.120469841,-1.513457624
28Q338-2015,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2015,2,14.3,14.3,0,18.7,2.707634985,0.395705872,-0.690874375
28Q338-2014,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2014,2,11.2,10.3,0,15.9,2.719205391,0.292043961,-1.030366437
28Q338-2013,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2013,2,1.4,1.4,0,24.6,3.555757833,0.817136478,-0.648189817
28Q338-2012,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2012,2,2.1,2.1,0,30.9,3.840113907,1.119805918,-0.124542637
28Q338-2011,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2011,2,2.3,2.3,0,47.7,4.669932156,1.943888966,1.216802893
28Q338-2010,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2010,2,3,2,0,37,4.126180686,1.413349873,0.373544762
28Q338-2009,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2009,2,5.9,4.9,0,39.2,4.11149992,1.492013793,0.64411382
28Q338-2008,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2008,2,5,4,0,36.6,4.02037626,1.373322927,0.407821579
28Q338-2007,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY - 2007,2,2.9,1.9,0,28.8,3.721252543,1.011143097,-0.281238243
28Q350-2017,JAMAICA GATEWAY TO THE SCIENCES - 2017,0,93.4,92.6,41,4.1,-2.220561319,0.584734426,0.197683431
28Q350-2016,JAMAICA GATEWAY TO THE SCIENCES - 2016,0,87.1,84.7,46.8,8.1,-1.834200549,1.091836539,0.203414172
28Q350-2015,JAMAICA GATEWAY TO THE SCIENCES - 2015,0,89.7,85.7,43.7,6.3,-1.941127446,0.851965541,0.161899293
28Q350-2014,JAMAICA GATEWAY TO THE SCIENCES - 2014,0,82.6,77.3,42.4,6.8,-1.559052203,0.898173328,-0.036564009
28Q350-2013,JAMAICA GATEWAY TO THE SCIENCES - 2013,1,82.8,80,22.8,4.8,-1.325784255,-0.026491023,0.115236748
28Q350-2012,JAMAICA GATEWAY TO THE SCIENCES - 2012,0,88.6,84.6,39,6.5,-1.789848739,0.67698324,0.204621175
28Q350-2011,JAMAICA GATEWAY TO THE SCIENCES - 2011,0,89.3,88.5,34.4,2.3,-2.002294632,0.262701266,0.007957221
28Q350-2010,JAMAICA GATEWAY TO THE SCIENCES - 2010,1,78.3,78.3,4.3,8.7,-0.624450077,-0.568138282,0.57065289
28Q350-2009,JAMAICA GATEWAY TO THE SCIENCES - 2009,0,92.5,92.5,50,0,-2.582924653,0.765432229,-0.265712123
28Q350-2008,JAMAICA GATEWAY TO THE SCIENCES - 2008,0,85,85,35,0,-1.960746151,0.2161972,-0.311839006
28Q440-2017,FOREST HILLS HIGH SCHOOL - 2017,0,86.9,86.9,47.4,1.7,-2.205680739,0.797595363,-0.280665611
28Q440-2016,FOREST HILLS HIGH SCHOOL - 2016,0,88.4,87.5,46.3,2.9,-2.169908607,0.797930733,-0.135650026
28Q440-2015,FOREST HILLS HIGH SCHOOL - 2015,0,81.6,77.8,40.5,0.9,-1.802949736,0.53486993,-0.488392616
28Q440-2014,FOREST HILLS HIGH SCHOOL - 2014,0,86.8,82.4,42.9,1.7,-2.022093731,0.623018629,-0.295105987
28Q440-2013,FOREST HILLS HIGH SCHOOL - 2013,0,82.4,78.5,34.1,1.6,-1.672210801,0.294510867,-0.321974146
28Q440-2012,FOREST HILLS HIGH SCHOOL - 2012,0,83.9,81.3,35,3.4,-1.691138677,0.401721526,-0.12036076
28Q440-2011,FOREST HILLS HIGH SCHOOL - 2011,0,85,82.3,39.5,4.3,-1.781490799,0.622728433,-0.074628732
28Q440-2010,FOREST HILLS HIGH SCHOOL - 2010,0,80.9,78.1,39.6,5.5,-1.545602063,0.727914695,-0.117677122
28Q440-2009,FOREST HILLS HIGH SCHOOL - 2009,0,82.8,80.6,37,5.2,-1.60224276,0.58374291,-0.034051556
28Q440-2008,FOREST HILLS HIGH SCHOOL - 2008,0,83.1,79.6,32.8,5.2,-1.504685021,0.409096672,0.011142173
28Q440-2007,FOREST HILLS HIGH SCHOOL - 2007,1,81.8,74.5,32.5,6.2,-1.315928581,0.469422272,-0.010161439
28Q440-2006,FOREST HILLS HIGH SCHOOL - 2006,1,84.6,65.9,22.1,2.5,-1.181423867,-0.143460226,-0.257420414
28Q440-2005,FOREST HILLS HIGH SCHOOL - 2005,1,80.1,59.8,28.1,6.3,-0.886305885,0.34382644,-0.210816522
28Q440-2004,FOREST HILLS HIGH SCHOOL - 2004,1,74.4,57.8,25.8,7.4,-0.615739131,0.349858185,-0.220553879
28Q440-2003,FOREST HILLS HIGH SCHOOL - 2003,1,72.8,57.3,23.8,9.5,-0.424532474,0.382979424,-0.061775326
28Q440-2002,FOREST HILLS HIGH SCHOOL - 2002,1,70.9,56.5,23.8,9,-0.390238117,0.374712624,-0.14635003
28Q440-2001,FOREST HILLS HIGH SCHOOL - 2001,1,73.6,50.9,25.8,9.6,-0.347928154,0.482927934,-0.171470533
28Q470-2010,JAMAICA HS - 2010,2,39.6,33.3,2.1,50,3.269452222,1.782196227,2.500727418
28Q470-2009,JAMAICA HS - 2009,2,39.4,38.5,1.8,28.9,2.121558207,0.719331557,0.909672249
28Q470-2008,JAMAICA HS - 2008,2,28.3,24.8,0,31,2.791533918,0.867648219,0.691775487
28Q470-2007,JAMAICA HS - 2007,2,45.2,36.9,6.1,23.5,1.667093264,0.594401458,0.493984733
28Q470-2006,JAMAICA HS - 2006,2,48.2,38.1,5.6,18.8,1.350282148,0.316837214,0.197083168
28Q470-2005,JAMAICA HS - 2005,2,48.1,35.7,8,17.7,1.298270431,0.370169567,0.036699163
28Q470-2004,JAMAICA HS - 2004,2,39.4,31,5.2,20.7,1.796346403,0.478491572,0.0904322
28Q470-2003,JAMAICA HS - 2003,2,46.1,35.8,11.1,20,1.394259079,0.627147695,0.145893172
28Q470-2002,JAMAICA HS - 2002,2,41.7,30.2,6.7,23.2,1.855218313,0.649081918,0.294406034
28Q470-2001,JAMAICA HS - 2001,2,38.4,24,7.4,29.2,2.341075476,1.014868181,0.605499229
28Q505-2017,HILLCREST HIGH SCHOOL - 2017,0,77.7,77.7,41.2,13.1,-1.117778139,1.193249051,0.404513138
28Q505-2016,HILLCREST HIGH SCHOOL - 2016,1,73.6,73.1,25.3,13.5,-0.593415735,0.592913827,0.506418787
28Q505-2015,HILLCREST HIGH SCHOOL - 2015,1,74.3,70.9,12.7,10.4,-0.467139426,-0.084172739,0.405378703
28Q505-2014,HILLCREST HIGH SCHOOL - 2014,1,67.5,64.6,16.6,9.3,-0.318378436,0.092228599,0.049119356
28Q505-2013,HILLCREST HIGH SCHOOL - 2013,1,69.3,67.1,17.1,9,-0.434810253,0.078085782,0.089408897
28Q505-2012,HILLCREST HIGH SCHOOL - 2012,1,66.7,65.1,11.5,8.2,-0.263204013,-0.169983702,0.025000177
28Q505-2011,HILLCREST HIGH SCHOOL - 2011,1,68.5,66.1,14,8.2,-0.374286361,-0.081846823,0.037832961
28Q505-2010,HILLCREST HIGH SCHOOL - 2010,1,67.6,64.6,15.2,11.9,-0.162865067,0.160949901,0.276176039
28Q505-2009,HILLCREST HIGH SCHOOL - 2009,1,67.5,65.4,11.5,11.3,-0.132697809,-0.024315591,0.289576176
28Q505-2008,HILLCREST HIGH SCHOOL - 2008,1,69,65.6,9.2,10.9,-0.144641618,-0.151606236,0.317090164
28Q505-2007,HILLCREST HIGH SCHOOL - 2007,1,68.4,54.4,8,11.7,0.159981477,-0.127108967,0.20443713
28Q505-2006,HILLCREST HIGH SCHOOL - 2006,1,64,40.1,8,12.4,0.584500064,-0.020725385,-0.046401621
28Q505-2005,HILLCREST HIGH SCHOOL - 2005,1,62.3,37.1,6.3,13,0.747798333,-0.041247353,-0.053192346
28Q505-2004,HILLCREST HIGH SCHOOL - 2004,2,57,30.4,5.6,13.4,1.037641692,0.007018875,-0.209840764
28Q505-2003,HILLCREST HIGH SCHOOL - 2003,2,56.9,29.1,4,15.1,1.183132004,0.028198061,-0.076109065
28Q505-2002,HILLCREST HIGH SCHOOL - 2002,2,57.9,33.8,5.2,16.8,1.126006628,0.141504199,0.136075236
28Q505-2001,HILLCREST HIGH SCHOOL - 2001,2,54.1,30.9,6.3,19.1,1.363620513,0.336687978,0.193165675
28Q620-2017,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2017,0,90.3,90.3,74.6,0.4,-2.960977585,1.833438687,-0.637192964
28Q620-2016,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2016,0,92.4,92.4,72.1,0.4,-3.001067291,1.707800786,-0.534236411
28Q620-2015,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2015,0,91.5,88.4,44.9,2.1,-2.270256166,0.674689668,-0.11381364
28Q620-2014,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2014,0,90.2,88,37.5,2.2,-2.079583574,0.381751647,-0.034708995
28Q620-2013,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2013,0,86.4,85.4,32.3,2,-1.846701652,0.190435884,-0.086692427
28Q620-2012,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2012,0,90,87.5,40.8,1.4,-2.170899716,0.482898507,-0.154104932
28Q620-2011,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2011,0,85.8,84.6,45.3,2,-2.077127095,0.739257526,-0.284470926
28Q620-2010,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2010,0,84.5,82.1,32.3,3.3,-1.671888624,0.277544331,-0.068948419
28Q620-2009,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2009,0,81.4,77.9,35.9,4.2,-1.543679488,0.506512364,-0.166115291
28Q620-2008,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2008,0,84,80.9,31.7,3.5,-1.614243103,0.269366928,-0.072902325
28Q620-2007,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2007,0,84.1,81,32,4.2,-1.589607174,0.315282181,-0.018017033
28Q620-2006,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2006,1,84.9,78,19,5.4,-1.226776353,-0.165586691,0.21660305
28Q620-2005,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2005,0,88.6,84,31.9,3.5,-1.785270455,0.23500331,0.051925981
28Q620-2004,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2004,0,80.8,69.2,56.3,5.5,-1.697181519,1.449562656,-0.488636304
28Q620-2003,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2003,0,84.6,79.3,36.3,4.6,-1.632575964,0.515232964,-0.063317388
28Q620-2002,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2002,1,86.5,76,26.1,3.7,-1.449422767,0.040519744,-0.019623807
28Q620-2001,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2001,1,80.8,70.1,18.3,6.1,-0.92480476,-0.108194794,0.084361507
28Q680-2017,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2017,0,97.8,91.3,70.7,1.1,-3.038089805,1.646712793,-0.387247341
28Q680-2016,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2016,0,96.7,94.6,63,3.3,-2.816161527,1.43288484,-0.0736981
28Q680-2015,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2015,0,94.8,92.7,62.5,4.2,-2.679687793,1.475628266,-0.058228219
28Q680-2014,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2014,0,96,94,64,1,-2.922943504,1.368340881,-0.29136146
28Q680-2013,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2013,0,96.3,96.3,63.3,0.9,-2.967349664,1.325686353,-0.247439311
28Q680-2012,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2012,0,94.4,92.7,56.5,0.8,-2.720198661,1.061180857,-0.254421403
28Q680-2011,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2011,0,95.5,95.5,59.4,0.8,-2.85993316,1.166262337,-0.229394787
28Q680-2010,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2010,0,95.1,95.1,54.9,0,-2.792607814,0.943322197,-0.245689782
28Q680-2009,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2009,0,95.3,95.3,54.7,0,-2.79718847,0.932945446,-0.236396356
28Q680-2008,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2008,0,92.2,92.2,57.3,0,-2.716179329,1.072932575,-0.373724974
28Q680-2007,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - 2007,0,95.9,94.9,73.5,0,-3.179002762,1.713637805,-0.485507537
